,data,id_reservatorio,nome_reservatorio,afluencia,bacia,rio,estado_sigla,ano,mes
1138546,2020-12-30,19129,CANA BRAVA,856.36,TOCANTINS,TOCANTINS,GO,2020,12
1138547,2021-01-01,19129,CANA BRAVA,364.22,TOCANTINS,TOCANTINS,GO,2021,1
1138548,2021-01-03,19129,CANA BRAVA,368.57,TOCANTINS,TOCANTINS,GO,2021,1
1138549,2021-01-05,19129,CANA BRAVA,554.86,TOCANTINS,TOCANTINS,GO,2021,1
1138550,2021-01-09,19129,CANA BRAVA,811.69,TOCANTINS,TOCANTINS,GO,2021,1
1138551,2021-01-11,19129,CANA BRAVA,1046.8,TOCANTINS,TOCANTINS,GO,2021,1
1138552,2021-01-12,19129,CANA BRAVA,1056.71,TOCANTINS,TOCANTINS,GO,2021,1
1138553,2021-01-14,19129,CANA BRAVA,354.69,TOCANTINS,TOCANTINS,GO,2021,1
1138554,2021-01-16,19129,CANA BRAVA,601.74,TOCANTINS,TOCANTINS,GO,2021,1
1138555,2021-01-17,19129,CANA BRAVA,424.57,TOCANTINS,TOCANTINS,GO,2021,1
1138556,2021-01-18,19129,CANA BRAVA,396.86,TOCANTINS,TOCANTINS,GO,2021,1
1138557,2021-01-20,19129,CANA BRAVA,373.5,TOCANTINS,TOCANTINS,GO,2021,1
1138558,2021-01-21,19129,CANA BRAVA,344.6,TOCANTINS,TOCANTINS,GO,2021,1
1138559,2021-01-22,19129,CANA BRAVA,340.86,TOCANTINS,TOCANTINS,GO,2021,1
1138560,2021-01-23,19129,CANA BRAVA,381.21,TOCANTINS,TOCANTINS,GO,2021,1
1138561,2021-01-24,19129,CANA BRAVA,369.34,TOCANTINS,TOCANTINS,GO,2021,1
1138562,2021-01-25,19129,CANA BRAVA,357.45,TOCANTINS,TOCANTINS,GO,2021,1
1138563,2021-01-27,19129,CANA BRAVA,358.45,TOCANTINS,TOCANTINS,GO,2021,1
1138564,2021-01-28,19129,CANA BRAVA,358.57,TOCANTINS,TOCANTINS,GO,2021,1
1138565,2021-01-29,19129,CANA BRAVA,358.57,TOCANTINS,TOCANTINS,GO,2021,1
1138566,2021-02-02,19129,CANA BRAVA,375.66,TOCANTINS,TOCANTINS,GO,2021,2
1138567,2021-02-04,19129,CANA BRAVA,453.06,TOCANTINS,TOCANTINS,GO,2021,2
1138568,2021-02-08,19129,CANA BRAVA,666.08,TOCANTINS,TOCANTINS,GO,2021,2
1138569,2021-02-09,19129,CANA BRAVA,759.91,TOCANTINS,TOCANTINS,GO,2021,2
1138570,2021-02-10,19129,CANA BRAVA,481.2,TOCANTINS,TOCANTINS,GO,2021,2
1138571,2021-02-11,19129,CANA BRAVA,436.18,TOCANTINS,TOCANTINS,GO,2021,2
1138572,2021-02-12,19129,CANA BRAVA,398.94,TOCANTINS,TOCANTINS,GO,2021,2
1138573,2021-02-14,19129,CANA BRAVA,593.86,TOCANTINS,TOCANTINS,GO,2021,2
1138574,2021-02-17,19129,CANA BRAVA,463.39,TOCANTINS,TOCANTINS,GO,2021,2
1138575,2021-02-19,19129,CANA BRAVA,682.8,TOCANTINS,TOCANTINS,GO,2021,2
1138576,2021-02-20,19129,CANA BRAVA,609.17,TOCANTINS,TOCANTINS,GO,2021,2
1138577,2021-02-21,19129,CANA BRAVA,991.74,TOCANTINS,TOCANTINS,GO,2021,2
1138578,2021-02-23,19129,CANA BRAVA,703.8,TOCANTINS,TOCANTINS,GO,2021,2
1138579,2021-02-24,19129,CANA BRAVA,708.86,TOCANTINS,TOCANTINS,GO,2021,2
1138580,2021-02-25,19129,CANA BRAVA,672.83,TOCANTINS,TOCANTINS,GO,2021,2
1138581,2021-02-26,19129,CANA BRAVA,738.97,TOCANTINS,TOCANTINS,GO,2021,2
1138582,2021-02-28,19129,CANA BRAVA,689.97,TOCANTINS,TOCANTINS,GO,2021,2
1138583,2021-03-01,19129,CANA BRAVA,693.0,TOCANTINS,TOCANTINS,GO,2021,3
1138584,2021-03-06,19129,CANA BRAVA,241.98,TOCANTINS,TOCANTINS,GO,2021,3
1138585,2021-03-09,19129,CANA BRAVA,241.38,TOCANTINS,TOCANTINS,GO,2021,3
1138586,2021-03-10,19129,CANA BRAVA,230.62,TOCANTINS,TOCANTINS,GO,2021,3
1138587,2021-03-12,19129,CANA BRAVA,382.62,TOCANTINS,TOCANTINS,GO,2021,3
1138588,2021-03-14,19129,CANA BRAVA,331.24,TOCANTINS,TOCANTINS,GO,2021,3
1138589,2021-03-15,19129,CANA BRAVA,252.74,TOCANTINS,TOCANTINS,GO,2021,3
1138590,2021-03-17,19129,CANA BRAVA,233.94,TOCANTINS,TOCANTINS,GO,2021,3
1138591,2021-03-19,19129,CANA BRAVA,331.35,TOCANTINS,TOCANTINS,GO,2021,3
1138592,2021-03-22,19129,CANA BRAVA,251.91,TOCANTINS,TOCANTINS,GO,2021,3
1138593,2021-03-26,19129,CANA BRAVA,167.2,TOCANTINS,TOCANTINS,GO,2021,3
1138594,2021-03-27,19129,CANA BRAVA,170.63,TOCANTINS,TOCANTINS,GO,2021,3
1138595,2021-03-28,19129,CANA BRAVA,154.89,TOCANTINS,TOCANTINS,GO,2021,3
1138596,2021-03-30,19129,CANA BRAVA,156.31,TOCANTINS,TOCANTINS,GO,2021,3
1138597,2021-04-01,19129,CANA BRAVA,138.6,TOCANTINS,TOCANTINS,GO,2021,4
1138598,2021-04-03,19129,CANA BRAVA,191.49,TOCANTINS,TOCANTINS,GO,2021,4
1138599,2021-04-05,19129,CANA BRAVA,159.89,TOCANTINS,TOCANTINS,GO,2021,4
1138600,2021-04-06,19129,CANA BRAVA,176.09,TOCANTINS,TOCANTINS,GO,2021,4
1138601,2021-04-07,19129,CANA BRAVA,192.3,TOCANTINS,TOCANTINS,GO,2021,4
1138602,2021-04-08,19129,CANA BRAVA,161.35,TOCANTINS,TOCANTINS,GO,2021,4
1138603,2021-04-09,19129,CANA BRAVA,140.09,TOCANTINS,TOCANTINS,GO,2021,4
1138604,2021-04-13,19129,CANA BRAVA,154.5,TOCANTINS,TOCANTINS,GO,2021,4
1138605,2021-04-15,19129,CANA BRAVA,139.11,TOCANTINS,TOCANTINS,GO,2021,4
1138606,2021-04-17,19129,CANA BRAVA,129.83,TOCANTINS,TOCANTINS,GO,2021,4
1138607,2021-04-20,19129,CANA BRAVA,173.4,TOCANTINS,TOCANTINS,GO,2021,4
1138608,2021-04-21,19129,CANA BRAVA,157.77,TOCANTINS,TOCANTINS,GO,2021,4
1138609,2021-04-22,19129,CANA BRAVA,164.0,TOCANTINS,TOCANTINS,GO,2021,4
1138610,2021-04-26,19129,CANA BRAVA,154.77,TOCANTINS,TOCANTINS,GO,2021,4
1138611,2021-04-27,19129,CANA BRAVA,122.83,TOCANTINS,TOCANTINS,GO,2021,4
1138612,2021-04-29,19129,CANA BRAVA,204.34,TOCANTINS,TOCANTINS,GO,2021,4
1138613,2021-05-02,19129,CANA BRAVA,123.94,TOCANTINS,TOCANTINS,GO,2021,5
1138614,2021-05-03,19129,CANA BRAVA,154.77,TOCANTINS,TOCANTINS,GO,2021,5
1138615,2021-05-04,19129,CANA BRAVA,122.94,TOCANTINS,TOCANTINS,GO,2021,5
1138616,2021-05-06,19129,CANA BRAVA,123.71,TOCANTINS,TOCANTINS,GO,2021,5
1138617,2021-05-10,19129,CANA BRAVA,140.69,TOCANTINS,TOCANTINS,GO,2021,5
1138618,2021-05-11,19129,CANA BRAVA,245.8,TOCANTINS,TOCANTINS,GO,2021,5
1138619,2021-05-12,19129,CANA BRAVA,252.03,TOCANTINS,TOCANTINS,GO,2021,5
1138620,2021-05-13,19129,CANA BRAVA,270.0,TOCANTINS,TOCANTINS,GO,2021,5
1138621,2021-05-15,19129,CANA BRAVA,122.83,TOCANTINS,TOCANTINS,GO,2021,5
1138622,2021-05-17,19129,CANA BRAVA,106.86,TOCANTINS,TOCANTINS,GO,2021,5
1138623,2021-05-18,19129,CANA BRAVA,230.94,TOCANTINS,TOCANTINS,GO,2021,5
1138624,2021-05-20,19129,CANA BRAVA,235.17,TOCANTINS,TOCANTINS,GO,2021,5
1138625,2021-05-23,19129,CANA BRAVA,138.69,TOCANTINS,TOCANTINS,GO,2021,5
1138626,2021-05-25,19129,CANA BRAVA,229.0,TOCANTINS,TOCANTINS,GO,2021,5
1138627,2021-05-28,19129,CANA BRAVA,155.34,TOCANTINS,TOCANTINS,GO,2021,5
1138628,2021-05-30,19129,CANA BRAVA,138.8,TOCANTINS,TOCANTINS,GO,2021,5
1138629,2021-06-01,19129,CANA BRAVA,269.43,TOCANTINS,TOCANTINS,GO,2021,6
1138630,2021-06-02,19129,CANA BRAVA,333.86,TOCANTINS,TOCANTINS,GO,2021,6
1138631,2021-06-03,19129,CANA BRAVA,330.54,TOCANTINS,TOCANTINS,GO,2021,6
1138632,2021-06-04,19129,CANA BRAVA,314.8,TOCANTINS,TOCANTINS,GO,2021,6
1138633,2021-06-05,19129,CANA BRAVA,314.8,TOCANTINS,TOCANTINS,GO,2021,6
1138634,2021-06-08,19129,CANA BRAVA,654.03,TOCANTINS,TOCANTINS,GO,2021,6
1138635,2021-06-10,19129,CANA BRAVA,611.03,TOCANTINS,TOCANTINS,GO,2021,6
1138636,2021-06-12,19129,CANA BRAVA,621.0,TOCANTINS,TOCANTINS,GO,2021,6
1138637,2021-06-13,19129,CANA BRAVA,619.0,TOCANTINS,TOCANTINS,GO,2021,6
1138638,2021-06-15,19129,CANA BRAVA,634.97,TOCANTINS,TOCANTINS,GO,2021,6
1138639,2021-06-16,19129,CANA BRAVA,621.0,TOCANTINS,TOCANTINS,GO,2021,6
1138640,2021-06-17,19129,CANA BRAVA,653.83,TOCANTINS,TOCANTINS,GO,2021,6
1138641,2021-06-19,19129,CANA BRAVA,621.0,TOCANTINS,TOCANTINS,GO,2021,6
1138642,2021-06-21,19129,CANA BRAVA,621.0,TOCANTINS,TOCANTINS,GO,2021,6
1138643,2021-06-22,19129,CANA BRAVA,638.86,TOCANTINS,TOCANTINS,GO,2021,6
1138644,2021-06-24,19129,CANA BRAVA,622.0,TOCANTINS,TOCANTINS,GO,2021,6
1138645,2021-06-26,19129,CANA BRAVA,622.0,TOCANTINS,TOCANTINS,GO,2021,6
1138646,2021-06-27,19129,CANA BRAVA,623.0,TOCANTINS,TOCANTINS,GO,2021,6
1138647,2021-06-29,19129,CANA BRAVA,620.03,TOCANTINS,TOCANTINS,GO,2021,6
1138648,2021-06-30,19129,CANA BRAVA,620.0,TOCANTINS,TOCANTINS,GO,2021,6
1138649,2021-07-01,19129,CANA BRAVA,620.0,TOCANTINS,TOCANTINS,GO,2021,7
1138650,2021-07-03,19129,CANA BRAVA,619.0,TOCANTINS,TOCANTINS,GO,2021,7
1138651,2021-07-05,19129,CANA BRAVA,622.0,TOCANTINS,TOCANTINS,GO,2021,7
1138652,2021-07-10,19129,CANA BRAVA,620.0,TOCANTINS,TOCANTINS,GO,2021,7
1138653,2021-07-11,19129,CANA BRAVA,636.97,TOCANTINS,TOCANTINS,GO,2021,7
1138654,2021-07-12,19129,CANA BRAVA,651.83,TOCANTINS,TOCANTINS,GO,2021,7
1138655,2021-07-13,19129,CANA BRAVA,621.0,TOCANTINS,TOCANTINS,GO,2021,7
1138656,2021-07-15,19129,CANA BRAVA,604.03,TOCANTINS,TOCANTINS,GO,2021,7
1138657,2021-07-16,19129,CANA BRAVA,620.0,TOCANTINS,TOCANTINS,GO,2021,7
1138658,2021-07-18,19129,CANA BRAVA,619.0,TOCANTINS,TOCANTINS,GO,2021,7
1138659,2021-07-19,19129,CANA BRAVA,618.0,TOCANTINS,TOCANTINS,GO,2021,7
1138660,2021-07-22,19129,CANA BRAVA,618.0,TOCANTINS,TOCANTINS,GO,2021,7
1138661,2021-07-23,19129,CANA BRAVA,619.0,TOCANTINS,TOCANTINS,GO,2021,7
1138662,2021-07-24,19129,CANA BRAVA,619.0,TOCANTINS,TOCANTINS,GO,2021,7
1138663,2021-07-25,19129,CANA BRAVA,618.0,TOCANTINS,TOCANTINS,GO,2021,7
1138664,2021-07-28,19129,CANA BRAVA,634.97,TOCANTINS,TOCANTINS,GO,2021,7
1138665,2021-07-29,19129,CANA BRAVA,630.97,TOCANTINS,TOCANTINS,GO,2021,7
1138666,2021-07-30,19129,CANA BRAVA,646.94,TOCANTINS,TOCANTINS,GO,2021,7
1138667,2021-08-01,19129,CANA BRAVA,614.06,TOCANTINS,TOCANTINS,GO,2021,8
1138668,2021-08-02,19129,CANA BRAVA,617.0,TOCANTINS,TOCANTINS,GO,2021,8
1138669,2021-08-04,19129,CANA BRAVA,632.97,TOCANTINS,TOCANTINS,GO,2021,8
1138670,2021-08-05,19129,CANA BRAVA,681.0,TOCANTINS,TOCANTINS,GO,2021,8
1138671,2021-08-10,19129,CANA BRAVA,633.97,TOCANTINS,TOCANTINS,GO,2021,8
1138672,2021-08-13,19129,CANA BRAVA,633.97,TOCANTINS,TOCANTINS,GO,2021,8
1138673,2021-08-14,19129,CANA BRAVA,649.94,TOCANTINS,TOCANTINS,GO,2021,8
1138674,2021-08-16,19129,CANA BRAVA,666.03,TOCANTINS,TOCANTINS,GO,2021,8
1138675,2021-08-18,19129,CANA BRAVA,601.03,TOCANTINS,TOCANTINS,GO,2021,8
1138676,2021-08-19,19129,CANA BRAVA,653.06,TOCANTINS,TOCANTINS,GO,2021,8
1138677,2021-08-28,19129,CANA BRAVA,966.27,TOCANTINS,TOCANTINS,GO,2021,8
1138678,2021-08-30,19129,CANA BRAVA,871.06,TOCANTINS,TOCANTINS,GO,2021,8
1138679,2021-08-31,19129,CANA BRAVA,818.0,TOCANTINS,TOCANTINS,GO,2021,8
1138680,2021-09-01,19129,CANA BRAVA,983.38,TOCANTINS,TOCANTINS,GO,2021,9
1138681,2021-09-03,19129,CANA BRAVA,925.0,TOCANTINS,TOCANTINS,GO,2021,9
1138682,2021-09-04,19129,CANA BRAVA,953.76,TOCANTINS,TOCANTINS,GO,2021,9
1138683,2021-09-05,19129,CANA BRAVA,682.7,TOCANTINS,TOCANTINS,GO,2021,9
1138684,2021-09-06,19129,CANA BRAVA,1032.83,TOCANTINS,TOCANTINS,GO,2021,9
1138685,2021-09-08,19129,CANA BRAVA,969.28,TOCANTINS,TOCANTINS,GO,2021,9
1138686,2021-09-09,19129,CANA BRAVA,973.72,TOCANTINS,TOCANTINS,GO,2021,9
1138687,2021-09-10,19129,CANA BRAVA,957.69,TOCANTINS,TOCANTINS,GO,2021,9
1138688,2021-09-11,19129,CANA BRAVA,689.0,TOCANTINS,TOCANTINS,GO,2021,9
1138689,2021-09-13,19129,CANA BRAVA,644.25,TOCANTINS,TOCANTINS,GO,2021,9
1138690,2021-09-19,19129,CANA BRAVA,535.59,TOCANTINS,TOCANTINS,GO,2021,9
1138691,2021-09-22,19129,CANA BRAVA,355.37,TOCANTINS,TOCANTINS,GO,2021,9
1138692,2021-09-23,19129,CANA BRAVA,397.63,TOCANTINS,TOCANTINS,GO,2021,9
1138693,2021-09-25,19129,CANA BRAVA,350.75,TOCANTINS,TOCANTINS,GO,2021,9
1138694,2021-09-26,19129,CANA BRAVA,453.62,TOCANTINS,TOCANTINS,GO,2021,9
1138695,2021-09-29,19129,CANA BRAVA,660.62,TOCANTINS,TOCANTINS,GO,2021,9
1138696,2021-09-30,19129,CANA BRAVA,615.94,TOCANTINS,TOCANTINS,GO,2021,9
1138697,2021-10-01,19129,CANA BRAVA,701.56,TOCANTINS,TOCANTINS,GO,2021,10
1138698,2021-10-03,19129,CANA BRAVA,540.6,TOCANTINS,TOCANTINS,GO,2021,10
1138699,2021-10-08,19129,CANA BRAVA,543.62,TOCANTINS,TOCANTINS,GO,2021,10
1138700,2021-10-09,19129,CANA BRAVA,487.63,TOCANTINS,TOCANTINS,GO,2021,10
1138701,2021-10-10,19129,CANA BRAVA,367.11,TOCANTINS,TOCANTINS,GO,2021,10
1138702,2021-10-13,19129,CANA BRAVA,724.74,TOCANTINS,TOCANTINS,GO,2021,10
1138703,2021-10-15,19129,CANA BRAVA,723.57,TOCANTINS,TOCANTINS,GO,2021,10
1138704,2021-10-17,19129,CANA BRAVA,103.01,TOCANTINS,TOCANTINS,GO,2021,10
1138705,2021-10-18,19129,CANA BRAVA,623.66,TOCANTINS,TOCANTINS,GO,2021,10
1138706,2021-10-20,19129,CANA BRAVA,351.89,TOCANTINS,TOCANTINS,GO,2021,10
1138707,2021-10-21,19129,CANA BRAVA,586.11,TOCANTINS,TOCANTINS,GO,2021,10
1138708,2021-10-23,19129,CANA BRAVA,397.47,TOCANTINS,TOCANTINS,GO,2021,10
1138709,2021-10-25,19129,CANA BRAVA,382.19,TOCANTINS,TOCANTINS,GO,2021,10
1138710,2021-10-26,19129,CANA BRAVA,377.19,TOCANTINS,TOCANTINS,GO,2021,10
1138711,2021-10-31,19129,CANA BRAVA,279.17,TOCANTINS,TOCANTINS,GO,2021,10
1138712,2021-11-01,19129,CANA BRAVA,446.6,TOCANTINS,TOCANTINS,GO,2021,11
1138713,2021-11-03,19129,CANA BRAVA,561.14,TOCANTINS,TOCANTINS,GO,2021,11
1138714,2021-11-06,19129,CANA BRAVA,600.77,TOCANTINS,TOCANTINS,GO,2021,11
1138715,2021-11-07,19129,CANA BRAVA,551.84,TOCANTINS,TOCANTINS,GO,2021,11
1138716,2021-11-08,19129,CANA BRAVA,421.53,TOCANTINS,TOCANTINS,GO,2021,11
1138717,2021-11-09,19129,CANA BRAVA,562.51,TOCANTINS,TOCANTINS,GO,2021,11
1138718,2021-11-11,19129,CANA BRAVA,412.17,TOCANTINS,TOCANTINS,GO,2021,11
1138719,2021-11-12,19129,CANA BRAVA,699.24,TOCANTINS,TOCANTINS,GO,2021,11
1138720,2021-11-14,19129,CANA BRAVA,536.57,TOCANTINS,TOCANTINS,GO,2021,11
1138721,2021-11-15,19129,CANA BRAVA,493.26,TOCANTINS,TOCANTINS,GO,2021,11
1138722,2021-11-16,19129,CANA BRAVA,494.35,TOCANTINS,TOCANTINS,GO,2021,11
1138723,2021-11-21,19129,CANA BRAVA,555.92,TOCANTINS,TOCANTINS,GO,2021,11
1138724,2021-11-23,19129,CANA BRAVA,615.82,TOCANTINS,TOCANTINS,GO,2021,11
1138725,2021-11-24,19129,CANA BRAVA,609.08,TOCANTINS,TOCANTINS,GO,2021,11
1138726,2021-11-25,19129,CANA BRAVA,512.66,TOCANTINS,TOCANTINS,GO,2021,11
1138727,2021-12-07,19129,CANA BRAVA,277.63,TOCANTINS,TOCANTINS,GO,2021,12
1138728,2021-12-15,19129,CANA BRAVA,428.14,TOCANTINS,TOCANTINS,GO,2021,12
1138729,2021-12-20,19129,CANA BRAVA,380.44,TOCANTINS,TOCANTINS,GO,2021,12
1138730,2021-12-21,19129,CANA BRAVA,531.48,TOCANTINS,TOCANTINS,GO,2021,12
1138731,2021-12-22,19129,CANA BRAVA,727.11,TOCANTINS,TOCANTINS,GO,2021,12
1138732,2021-12-23,19129,CANA BRAVA,651.65,TOCANTINS,TOCANTINS,GO,2021,12
1138733,2021-12-24,19129,CANA BRAVA,857.32,TOCANTINS,TOCANTINS,GO,2021,12
1138734,2021-12-26,19129,CANA BRAVA,1051.37,TOCANTINS,TOCANTINS,GO,2021,12
1138735,2021-12-27,19129,CANA BRAVA,871.43,TOCANTINS,TOCANTINS,GO,2021,12
1138736,2021-12-30,19129,CANA BRAVA,730.23,TOCANTINS,TOCANTINS,GO,2021,12
1138737,2022-01-06,19129,CANA BRAVA,594.65,TOCANTINS,TOCANTINS,GO,2022,1
1138738,2022-01-07,19129,CANA BRAVA,591.63,TOCANTINS,TOCANTINS,GO,2022,1
1138739,2022-01-09,19129,CANA BRAVA,791.98,TOCANTINS,TOCANTINS,GO,2022,1
1138740,2000-01-01,19130,SAO SALVADOR,1114.62,TOCANTINS,TOCANTINS,TO,2000,1
1138741,2000-01-04,19130,SAO SALVADOR,1206.59,TOCANTINS,TOCANTINS,TO,2000,1
1138742,2000-01-06,19130,SAO SALVADOR,1543.51,TOCANTINS,TOCANTINS,TO,2000,1
1138743,2000-01-07,19130,SAO SALVADOR,1543.51,TOCANTINS,TOCANTINS,TO,2000,1
1138744,2000-01-10,19130,SAO SALVADOR,1192.37,TOCANTINS,TOCANTINS,TO,2000,1
1138745,2000-01-12,19130,SAO SALVADOR,1393.51,TOCANTINS,TOCANTINS,TO,2000,1
1138746,2000-01-15,19130,SAO SALVADOR,1303.16,TOCANTINS,TOCANTINS,TO,2000,1
1138747,2000-01-19,19130,SAO SALVADOR,1641.43,TOCANTINS,TOCANTINS,TO,2000,1
1138748,2000-01-23,19130,SAO SALVADOR,1671.26,TOCANTINS,TOCANTINS,TO,2000,1
1138749,2000-01-26,19130,SAO SALVADOR,1492.04,TOCANTINS,TOCANTINS,TO,2000,1
1138750,2000-01-27,19130,SAO SALVADOR,1484.71,TOCANTINS,TOCANTINS,TO,2000,1
1138751,2000-01-29,19130,SAO SALVADOR,1249.38,TOCANTINS,TOCANTINS,TO,2000,1
1138752,2000-02-01,19130,SAO SALVADOR,1335.59,TOCANTINS,TOCANTINS,TO,2000,2
1138753,2000-02-02,19130,SAO SALVADOR,1335.59,TOCANTINS,TOCANTINS,TO,2000,2
1138754,2000-02-03,19130,SAO SALVADOR,1328.37,TOCANTINS,TOCANTINS,TO,2000,2
1138755,2000-02-04,19130,SAO SALVADOR,1342.81,TOCANTINS,TOCANTINS,TO,2000,2
1138756,2000-02-07,19130,SAO SALVADOR,1263.69,TOCANTINS,TOCANTINS,TO,2000,2
1138757,2000-02-09,19130,SAO SALVADOR,1539.82,TOCANTINS,TOCANTINS,TO,2000,2
1138758,2000-02-10,19130,SAO SALVADOR,1665.78,TOCANTINS,TOCANTINS,TO,2000,2
1138759,2000-02-11,19130,SAO SALVADOR,1598.92,TOCANTINS,TOCANTINS,TO,2000,2
1138760,2000-02-14,19130,SAO SALVADOR,1350.04,TOCANTINS,TOCANTINS,TO,2000,2
1138761,2000-02-16,19130,SAO SALVADOR,1249.38,TOCANTINS,TOCANTINS,TO,2000,2
1138762,2000-02-17,19130,SAO SALVADOR,1278.02,TOCANTINS,TOCANTINS,TO,2000,2
1138763,2000-02-19,19130,SAO SALVADOR,1321.16,TOCANTINS,TOCANTINS,TO,2000,2
1138764,2000-02-21,19130,SAO SALVADOR,1263.69,TOCANTINS,TOCANTINS,TO,2000,2
1138765,2000-02-22,19130,SAO SALVADOR,1473.72,TOCANTINS,TOCANTINS,TO,2000,2
1138766,2000-02-24,19130,SAO SALVADOR,1270.85,TOCANTINS,TOCANTINS,TO,2000,2
1138767,2000-02-25,19130,SAO SALVADOR,1285.2,TOCANTINS,TOCANTINS,TO,2000,2
1138768,2000-02-27,19130,SAO SALVADOR,1328.37,TOCANTINS,TOCANTINS,TO,2000,2
1138769,2000-02-28,19130,SAO SALVADOR,1128.7,TOCANTINS,TOCANTINS,TO,2000,2
1138770,2000-02-29,19130,SAO SALVADOR,1199.48,TOCANTINS,TOCANTINS,TO,2000,2
1138771,2000-03-01,19130,SAO SALVADOR,1299.57,TOCANTINS,TOCANTINS,TO,2000,3
1138772,2000-03-02,19130,SAO SALVADOR,1295.97,TOCANTINS,TOCANTINS,TO,2000,3
1138773,2000-03-03,19130,SAO SALVADOR,1350.04,TOCANTINS,TOCANTINS,TO,2000,3
1138774,2000-03-04,19130,SAO SALVADOR,1459.09,TOCANTINS,TOCANTINS,TO,2000,3
1138775,2000-03-08,19130,SAO SALVADOR,889.57,TOCANTINS,TOCANTINS,TO,2000,3
1138776,2000-03-10,19130,SAO SALVADOR,1353.65,TOCANTINS,TOCANTINS,TO,2000,3
1138777,2000-03-11,19130,SAO SALVADOR,1404.41,TOCANTINS,TOCANTINS,TO,2000,3
1138778,2000-03-12,19130,SAO SALVADOR,1002.92,TOCANTINS,TOCANTINS,TO,2000,3
1138779,2000-03-13,19130,SAO SALVADOR,1121.66,TOCANTINS,TOCANTINS,TO,2000,3
1138780,2000-03-14,19130,SAO SALVADOR,1598.92,TOCANTINS,TOCANTINS,TO,2000,3
1138781,2000-03-15,19130,SAO SALVADOR,2005.69,TOCANTINS,TOCANTINS,TO,2000,3
1138782,2000-03-17,19130,SAO SALVADOR,1220.83,TOCANTINS,TOCANTINS,TO,2000,3
1138783,2000-03-18,19130,SAO SALVADOR,1371.75,TOCANTINS,TOCANTINS,TO,2000,3
1138784,2000-03-19,19130,SAO SALVADOR,1397.15,TOCANTINS,TOCANTINS,TO,2000,3
1138785,2000-03-20,19130,SAO SALVADOR,1174.64,TOCANTINS,TOCANTINS,TO,2000,3
1138786,2000-03-23,19130,SAO SALVADOR,982.17,TOCANTINS,TOCANTINS,TO,2000,3
1138787,2000-03-24,19130,SAO SALVADOR,1111.11,TOCANTINS,TOCANTINS,TO,2000,3
1138788,2000-03-25,19130,SAO SALVADOR,865.78,TOCANTINS,TOCANTINS,TO,2000,3
1138789,2000-03-28,19130,SAO SALVADOR,825.22,TOCANTINS,TOCANTINS,TO,2000,3
1138790,2000-03-29,19130,SAO SALVADOR,1058.56,TOCANTINS,TOCANTINS,TO,2000,3
1138791,2000-04-04,19130,SAO SALVADOR,731.7,TOCANTINS,TOCANTINS,TO,2000,4
1138792,2000-04-05,19130,SAO SALVADOR,1009.85,TOCANTINS,TOCANTINS,TO,2000,4
1138793,2000-04-08,19130,SAO SALVADOR,1023.74,TOCANTINS,TOCANTINS,TO,2000,4
1138794,2000-04-09,19130,SAO SALVADOR,1142.81,TOCANTINS,TOCANTINS,TO,2000,4
1138795,2000-04-11,19130,SAO SALVADOR,927.14,TOCANTINS,TOCANTINS,TO,2000,4
1138796,2000-04-13,19130,SAO SALVADOR,1009.85,TOCANTINS,TOCANTINS,TO,2000,4
1138797,2000-04-14,19130,SAO SALVADOR,1030.69,TOCANTINS,TOCANTINS,TO,2000,4
1138798,2000-04-15,19130,SAO SALVADOR,1023.74,TOCANTINS,TOCANTINS,TO,2000,4
1138799,2000-04-16,19130,SAO SALVADOR,954.6,TOCANTINS,TOCANTINS,TO,2000,4
1138800,2000-04-18,19130,SAO SALVADOR,940.85,TOCANTINS,TOCANTINS,TO,2000,4
1138801,2000-04-21,19130,SAO SALVADOR,940.85,TOCANTINS,TOCANTINS,TO,2000,4
1138802,2000-04-25,19130,SAO SALVADOR,940.85,TOCANTINS,TOCANTINS,TO,2000,4
1138803,2000-04-26,19130,SAO SALVADOR,933.99,TOCANTINS,TOCANTINS,TO,2000,4
1138804,2000-05-02,19130,SAO SALVADOR,1030.69,TOCANTINS,TOCANTINS,TO,2000,5
1138805,2000-05-05,19130,SAO SALVADOR,1164.01,TOCANTINS,TOCANTINS,TO,2000,5
1138806,2000-05-11,19130,SAO SALVADOR,1192.37,TOCANTINS,TOCANTINS,TO,2000,5
1138807,2000-05-13,19130,SAO SALVADOR,1076.04,TOCANTINS,TOCANTINS,TO,2000,5
1138808,2000-05-14,19130,SAO SALVADOR,1058.56,TOCANTINS,TOCANTINS,TO,2000,5
1138809,2000-05-15,19130,SAO SALVADOR,1069.04,TOCANTINS,TOCANTINS,TO,2000,5
1138810,2000-05-16,19130,SAO SALVADOR,1167.55,TOCANTINS,TOCANTINS,TO,2000,5
1138811,2000-05-17,19130,SAO SALVADOR,1235.09,TOCANTINS,TOCANTINS,TO,2000,5
1138812,2000-05-24,19130,SAO SALVADOR,869.18,TOCANTINS,TOCANTINS,TO,2000,5
1138813,2000-05-25,19130,SAO SALVADOR,875.97,TOCANTINS,TOCANTINS,TO,2000,5
1138814,2000-05-27,19130,SAO SALVADOR,879.37,TOCANTINS,TOCANTINS,TO,2000,5
1138815,2000-05-29,19130,SAO SALVADOR,721.78,TOCANTINS,TOCANTINS,TO,2000,5
